architecture_id,benign_total,cache_hits,cache_misses,calibration_digest,candidate_relative_margin,candidate_set_count,conflicting_action_exact_accepts,conflicting_action_separation,critical_contradiction_exact_accepts,exact_accepted_count,exact_accepted_precision,exact_correct_count,exact_false_accepts,exact_row_coverage,exact_winner_margin,exact_winner_threshold,feasible,infeasible_reasons,maximum_candidate_set_size,maximum_contradiction,maximum_critical_contradiction,maximum_set_size,mean_set_size,minimum_available_fraction,minimum_available_mass,minimum_support,minimum_supporting_regions,mixed_action_useful_sets,negative_candidate_set_support,negative_per_family_outcomes,per_family_outcomes,same_action_wrong_row_exact_accepts,truth_in_set_count,unique_action_useful_sets,useful_candidate_set_count,useful_candidate_set_recall
B,144,0,144,sha256:10909388690ce3f730b090669edd03a87ce00bbc014fcb6166c51fc57dbbd995,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,,,0,,0.25,2.0,0.0,,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
B,144,0,144,sha256:7e0f136321a19b6495629bd351f3c0271978eb99c5b733583b7d70f8c8a3c0fa,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,,,0,,0.25,2.0,0.4,,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:0f36b50ee34054ee9ef3c15ccd6877542c87c25f893e55b58371f22e373d4a45,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,1.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:a8b934a088edd689d0592185169cc7e260f04c3239155a0a3714f01654adabdb,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,1.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:fa0c1dbf9ccf907674a5fb9600354c6c8df0e0afb155776dc5ed5c9850d4cc97,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,2.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:8db21717f47c54cffa59104fdb609d0ed2ae24218c3983031801011fba1564f0,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,2.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:48eaf253e527c872c946a8a2af2872d052370dad75fa22b84c8cefa1f6591088,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,1.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:38d25795ba9b96b6752fa26d5ca151c0cdcb8cc80ea65100ea312272fa9281e4,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,1.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:5c7a96d0f5ab2d88494e73c50a5d9c23d16982f03ffb64989a4f0c94c8432f75,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,2.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:fd91e01c448316d4bbb1d26a0d89ee9a93fb893c1fd081f30095b9de44731835,0.0,0,0,0.0,0,0,,0,0,0.0,0.05,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,2.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:c4b7b5b0539afd51986cd481794bcb95b379196492337e98e93fd456c6b089f8,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,1.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:81a4b53125e0f95ffa122c45aad5f6ff4734e99ccc38a6cc9286c5949dc49d2e,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,1.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:abf0fe503804a20f67fe7e8cc753469a1ccc4342cadba25f94017465ac103f55,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,2.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:a3ff9853cb721551683b960c39cfd47ab96d3034ecce669a5bc017623ac14e53,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.0,0,,0.25,2.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:139fa86c1e5103b330c8525bd8a421414e6483481ff6fd5b0488e6804a7174aa,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,1.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:5175ad20536aa2525b384f7a80d52badce32baccdbb20c4151dcfaf059ec8ec1,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,1.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:1fa9897374a83b95673f3f1f9c88b9ea6c40603bd8a3ea4973077ea5e8227b42,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,2.0,0.0,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
C,144,0,144,sha256:dc38db3103c4e539f293130f6fdb4ecdd313c95b0378bceb805a14df212d5c1b,0.0,0,0,0.0,0,0,,0,0,0.0,0.15,0.5,False,zero_safe_utility,3,0.5,0.25,0,,0.25,2.0,0.4,0,0,0,"{""selection_negative_action_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_compositional_invalid:no_sufficient_evidence"": 12, ""selection_negative_conflicting_action:no_sufficient_evidence"": 12, ""selection_negative_conflicting_regions:no_sufficient_evidence"": 12, ""selection_negative_critical_removed:no_sufficient_evidence"": 12, ""selection_negative_out_of_bounds:no_sufficient_evidence"": 12, ""selection_negative_same_action_wrong_row:no_sufficient_evidence"": 12}","{""selection_critical_partial:no_sufficient_evidence"": 12, ""selection_exact:no_sufficient_evidence"": 12, ""selection_mixed_action_ambiguous:no_sufficient_evidence"": 12, ""selection_noncritical_occlusion:no_sufficient_evidence"": 12, ""selection_photometric:no_sufficient_evidence"": 12, ""selection_repeated_state:no_sufficient_evidence"": 12, ""selection_same_action_ambiguous:no_sufficient_evidence"": 12, ""selection_translation_occlusion:no_sufficient_evidence"": 12, ""selection_translation_photometric:no_sufficient_evidence"": 12, ""selection_translation_x:no_sufficient_evidence"": 12, ""selection_translation_xy:no_sufficient_evidence"": 12, ""selection_translation_y:no_sufficient_evidence"": 12}",0,0,0,0,0.0
