threshold,coverage,accepted_row_precision,accepted_action_precision,row_recall,action_recall,false_acceptance_rate,false_rejection_rate
0.9999714493751526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999757409095764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999767541885376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999771118164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999772310256958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999977707862854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999871253967285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999939799308777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999943971633911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999994695186615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999954104423523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999961853027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999983906745911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999995231628418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
